name,price,oldprice,description,image,brand,shop,category,link_to_shop
Смартфон Samsung Galaxy A01,6990,7990,"<ul class=""n-product-spec-list""><li class=""n-product-spec-list__item n-product-spec-list__item_type_friendly"">смартфон на платформе Android</li><li class=""n-product-spec-list__item n-product-spec-list__item_type_friendly"">поддержка двух SIM-карт</li><li class=""n-product-spec-list__item n-product-spec-list__item_type_friendly"">экран 5.7"", разрешение 1520x720</li><li class=""n-product-spec-list__item n-product-spec-list__item_type_friendly"">двойная камера 13 МП/2 МП, автофокус</li><li class=""n-product-spec-list__item n-product-spec-list__item_type_friendly"">память 16 Гб, слот для карты памяти</li><li class=""n-product-spec-list__item n-product-spec-list__item_type_friendly"">3G, 4G LTE, Wi-Fi, Bluetooth</li><li class=""n-product-spec-list__item n-product-spec-list__item_type_friendly"">объем оперативной памяти 2 Гб</li><li class=""n-product-spec-list__item n-product-spec-list__item_type_friendly"">аккумулятор 3000 мА⋅ч</li><li class=""n-product-spec-list__item n-product-spec-list__item_type_friendly"">вес 149 г, ШxВxТ 70.90x146.20x8.30 мм</li></ul>",https://avatars.mds.yandex.net/get-mpic/1539743/img_id5408131095039837521.jpeg/9hq,Samsung,связной,смартфоны,https://www.svyaznoy.ru/catalog/phone/224/5697338
